yahoo,tv,name,exchange,epsTtm,peTtm,growth5y,rule,pegLynch,pass
SHAK,NYSE:SHAK,Shake Shack Inc.,NYSE,1.14,76.3889,10.3894,pe15,7.35258,false
SHBI,NASDAQ:SHBI,"Shore Bancshares, Inc.",NASDAQ,1.78,12.0804,6.98509,pe15,1.72946,true
SHC,NASDAQ:SHC,Sotera Health Company,NASDAQ,0.27,32.8885,-9.91656,pe15,-3.31653,false
SHEL,NYSE:SHEL,Shell plc,NYSE,6.06,9.84725,7.43919,pe15,1.3237,true
SHG,NYSE:SHG,"Shinhan Financial Group Co., Ltd.",NYSE,9812,13613.8,8.07751,pe15,1685.4,false
SHIP,NASDAQ:SHIP,Seanergy Maritime Holdings Corp.,NASDAQ,1.02,5.81469,-21.6013,pe15,-0.269183,true
SHLS,NASDAQ:SHLS,"Shoals Technologies Group, Inc.",NASDAQ,0.2,45.0123,-0.971058,pe15,-46.3538,false
SHO,NYSE:SHO,"Sunstone Hotel Investors, Inc.",NYSE,0.0424,44.3025,-34.5622,pe15,-1.28182,false
SHOE,NASDAQ:SHOE,Shoe Station Group Inc.,NASDAQ,1.91,11.114,27.3596,lynch_peg,0.406218,true
SHOO,NASDAQ:SHOO,"Steven Madden, Ltd.",NASDAQ,0.63,23.3523,-15.8953,pe15,-1.46913,false
SHOP,NASDAQ:SHOP,Shopify Inc.,NASDAQ,0.95,104.1,28.6092,lynch_peg,3.63868,false
SHW,NYSE:SHW,The Sherwin-Williams Company,NYSE,10.38,32.6731,6.74391,pe15,4.84482,false
SIG,NYSE:SIG,Signet Jewelers Limited,NYSE,7.13,12.5319,31.1677,lynch_peg,0.402078,true
SIGI,NASDAQ:SIGI,"Selective Insurance Group, Inc.",NASDAQ,7.48,11.6546,12.7228,pe15,0.916035,true
SIMO,NASDAQ:SIMO,Silicon Motion Technology Corporation,NASDAQ,14.6,7.56672,44.845,lynch_peg,0.168731,true
SIRI,NASDAQ:SIRI,Sirius XM Holdings Inc.,NASDAQ,2.38,10.8317,51.3182,lynch_peg,0.211069,true
SITE,NYSE:SITE,"SiteOne Landscape Supply, Inc.",NYSE,3.39,26.8934,3.67706,pe15,7.31385,false
SKHY,NASDAQ:SKHY,SK hynix Inc.,NASDAQ,6204.4,7.18747,54.9242,lynch_peg,0.130862,true
SKM,NYSE:SKM,"SK Telecom Co.,Ltd",NYSE,1022.75,30.4037,-9.57068,pe15,-3.17675,false
SKT,NYSE:SKT,Tanger Inc.,NYSE,1.01,34.8018,1.38485,pe15,25.1303,false
SKWD,NASDAQ:SKWD,"Skyward Specialty Insurance Group, Inc.",NASDAQ,4.21,13.6719,24.9752,lynch_peg,0.547422,true
SKY,NYSE:SKY,"Champion Homes, Inc.",NYSE,3.68,27.8837,19.6606,lynch_peg,1.41825,false
SKYW,NASDAQ:SKYW,"SkyWest, Inc.",NASDAQ,10.62,10.4513,8.03339,pe15,1.30098,true
SLDE,NASDAQ:SLDE,"Slide Insurance Holdings, Inc. Common Stock",NASDAQ,4.75,4.76024,64.8653,lynch_peg,0.0733866,true
SLF,NYSE:SLF,Sun Life Financial Inc.,NYSE,6.16,19.032,8.42958,pe15,2.25777,false
SLGN,NYSE:SLGN,Silgan Holdings Inc.,NYSE,2.71,16.551,-0.58017,pe15,-28.5278,false
SLM,NASDAQ:SLM,SLM Corporation,NASDAQ,3.52,7.68583,9.17001,pe15,0.838148,true
SLRC,NASDAQ:SLRC,SLR Investment Corp.,NASDAQ,1.7,9.58474,35.6593,lynch_peg,0.268787,true
SLVM,NYSE:SLVM,Sylvamo Corp,NYSE,3.29,20.0188,-3.09481,pe15,-6.46851,false
SM,NYSE:SM,SM Energy Company,NYSE,5.65,8.68863,3.17402,pe15,2.73742,true
SMCI,NASDAQ:SMCI,"Super Micro Computer, Inc.",NASDAQ,3.65,10.689,46.0112,lynch_peg,0.232314,true
SMFG,NYSE:SMFG,"Sumitomo Mitsui Financial Group, Inc.",NYSE,262.04,15.6168,16.234,lynch_peg,0.961983,true
SMG,NYSE:SMG,The Scotts Miracle-Gro Company,NYSE,2.52,48.888,-18.3872,pe15,-2.65881,false
SMPL,NASDAQ:SMPL,The Simply Good Foods Company,NASDAQ,1.03,-5.2194,22.7233,lynch_peg,-0.229694,false
SN,NYSE:SN,"SharkNinja, Inc.",NYSE,4.97,37.9097,16.1603,lynch_peg,2.34586,false
SNA,NYSE:SNA,Snap-on Incorporated,NYSE,19.52,20.2437,11.0656,pe15,1.82943,false
SNDK,NASDAQ:SNDK,Sandisk Corporation,NASDAQ,77.78,20.8728,80.1175,lynch_peg,0.260528,true
SNDR,NYSE:SNDR,"Schneider National, Inc.",NYSE,0.59,56.8359,-13.0917,pe15,-4.34136,false
SNEX,NASDAQ:SNEX,StoneX Group Inc.,NASDAQ,4.15,10.7613,1.25039,pe15,8.60635,true
SNN,NYSE:SNN,Smith & Nephew plc,NYSE,1.46,19.5463,7.43617,pe15,2.62854,false
SNPS,NASDAQ:SNPS,"Synopsys, Inc.",NASDAQ,8.13,94.9706,13.0648,pe15,7.26917,false
SNX,NYSE:SNX,TD Synnex Corp,NYSE,10.08,18.1875,-0.392169,pe15,-46.3767,false
SNY,NASDAQ:SNY,Sanofi,NASDAQ,3.2,23.0948,-8.20613,pe15,-2.81434,false
SO,NYSE:SO,The Southern Company,NYSE,3.94,22.3106,5.95827,pe15,3.74447,false
SOBO,NYSE:SOBO,South Bow Corporation,NYSE,2.12,16.5267,-13.2952,pe15,-1.24306,false
SOFI,NASDAQ:SOFI,"SoFi Technologies, Inc.",NASDAQ,0.42,36.1275,,,,false
SOLS,NASDAQ:SOLS,Solstice Advanced Materials Inc.,NASDAQ,1.49,46.7857,-30.9205,pe15,-1.5131,false
SOLV,NYSE:SOLV,Solventum Corporation,NYSE,8.94,10.7153,6.25729,pe15,1.71246,true
SON,NYSE:SON,Sonoco Products Company,NYSE,3.98,8.96914,14.0783,pe15,0.637088,true
SPB,NYSE:SPB,"Spectrum Brands Holdings, Inc.",NYSE,3.88,26.8904,13.0635,pe15,2.05843,false
SPG,NYSE:SPG,"Simon Property Group, Inc.",NYSE,14.14,15.5686,31.544,lynch_peg,0.493552,true
SPGI,NYSE:SPGI,S&P Global Inc.,NYSE,14.67,25.3892,8.60309,pe15,2.95117,false
SPHR,NYSE:SPHR,Sphere Entertainment Co.,NYSE,0.93,-75.7882,4.35784,pe15,-17.3912,false
SPIR,NYSE:SPIR,"Spire Global, Inc.",NYSE,1.66,-5.1985,,,,false
SPNT,NYSE:SPNT,SiriusPoint Ltd.,NYSE,3.81,5.65301,19.8618,lynch_peg,0.284617,true
SPOT,NYSE:SPOT,Spotify Technology S.A.,NYSE,10.77,26.6535,,,,false
SPSC,NASDAQ:SPSC,"SPS Commerce, Inc.",NASDAQ,2.46,37.649,13.7808,pe15,2.73199,false
SPXC,NYSE:SPXC,"SPX Technologies, Inc.",NYSE,5.1,38.2114,18.5285,lynch_peg,2.0623,false
SQM,NYSE:SQM,Sociedad Química y Minera de Chile S.A.,NYSE,2.06,25.8305,27.1438,lynch_peg,0.951618,true
SR,NYSE:SR,Spire Inc.,NYSE,4.39,9.20467,24.9742,lynch_peg,0.368567,true
SRAD,NASDAQ:SRAD,Sportradar Group AG,NASDAQ,0.32,230.658,59.0904,lynch_peg,3.90347,false
SRE,NYSE:SRE,Sempra,NYSE,2.75,25.0216,-15.7161,pe15,-1.5921,false
SRTA,NASDAQ:SRTA,"Strata Critical Medical, Inc.",NASDAQ,0.5,11.9067,,,,false
SSB,NYSE:SSB,SouthState Bank Corp.,NYSE,7.92,11.6305,29.1994,lynch_peg,0.398312,true
SSD,NYSE:SSD,"Simpson Manufacturing Co., Inc.",NYSE,8.27,21,14.0807,pe15,1.4914,false
SSL,NYSE:SSL,Sasol Limited,NYSE,10.56,50.2507,11.6208,pe15,4.32419,false
SSNC,NASDAQ:SSNC,"SS&C Technologies Holdings, Inc.",NASDAQ,3.26,22.7416,5.96576,pe15,3.81202,false
SSRM,NASDAQ:SSRM,SSR Mining Inc.,NASDAQ,1.95,24.4167,12.9655,pe15,1.88321,false
ST,NYSE:ST,Sensata Technologies Holding plc,NYSE,0.21,72.8333,-27.3832,pe15,-2.65978,false
STAG,NYSE:STAG,"STAG Industrial, Inc.",NYSE,1.46,28.4577,2.03655,pe15,13.9735,false
STBA,NASDAQ:STBA,"S&T Bancorp, Inc.",NASDAQ,3.48,13.7828,45.1567,lynch_peg,0.305222,true
STC,NYSE:STC,Stewart Information Services Corporation,NYSE,4.08,14.7647,-8.17604,pe15,-1.80585,true
STE,NYSE:STE,STERIS plc,NYSE,7.93,28.5829,11.2186,pe15,2.54781,false
STGW,NASDAQ:STGW,Stagwell Inc.,NASDAQ,0.13,143.21,-29.1852,pe15,-4.90694,false
STLD,NASDAQ:STLD,"Steel Dynamics, Inc.",NASDAQ,8.02,23.1924,25.1719,lynch_peg,0.921362,true
STM,NYSE:STM,STMicroelectronics N.V.,NYSE,0.19,102.002,-31.2827,pe15,-3.26064,false
STN,NYSE:STN,Stantec Inc.,NYSE,4.2,23.8651,22.3803,lynch_peg,1.06634,false
STNE,NASDAQ:STNE,StoneCo Ltd.,NASDAQ,8.54,3.75266,23.6879,lynch_peg,0.158421,true
STNG,NYSE:STNG,Scorpio Tankers Inc.,NYSE,7.4,4.50683,33.8877,lynch_peg,0.132993,true
STRA,NASDAQ:STRA,"Strategic Education, Inc.",NASDAQ,5.58,13.2148,7.92992,pe15,1.66644,true
STRL,NASDAQ:STRL,"Sterling Infrastructure, Inc.",NASDAQ,9.5,40.3196,44.27,lynch_peg,0.910766,true
STT,NYSE:STT,State Street Corporation,NYSE,9.55,16.5542,8.33398,pe15,1.98635,false
STVN,NYSE:STVN,Stevanato Group S.p.A.,NYSE,0.49,38.2685,11.8427,pe15,3.23141,false
STWD,NYSE:STWD,"Starwood Property Trust, Inc.",NYSE,1.22,24.5456,1.01372,pe15,24.2134,false
STX,NASDAQ:STX,Seagate Technology Holdings plc,NASDAQ,14.54,65.4921,21.7735,lynch_peg,3.00788,false
STZ,NYSE:STZ,"Constellation Brands, Inc.",NYSE,9.62,13.0972,-1.58496,pe15,-8.26345,true
SU,NYSE:SU,Suncor Energy Inc.,NYSE,4.85,12.2836,17.3198,lynch_peg,0.709223,true
SUI,NYSE:SUI,"Sun Communities, Inc.",NYSE,10.84,-17.5067,51.9095,lynch_peg,-0.337255,false
SUN,NYSE:SUN,Sunoco LP,NYSE,3.68,14.6257,17.688,lynch_peg,0.826875,true
SUNB,NYSE:SUNB,Sunbelt Rentals Holdings Inc,NYSE,3.17,26.726,3.24375,pe15,8.23922,false
SUZ,NYSE:SUZ,Suzano S.A.,NYSE,10.63,4.51761,67.2815,lynch_peg,0.067145,true
SVV,NYSE:SVV,"Savers Value Village, Inc.",NYSE,0.14,66.3438,-23.0825,pe15,-2.8742,false
SW,NYSE:SW,Smurfit Westrock plc,NYSE,1.34,48.435,-13.0098,pe15,-3.72297,false
SWBI,NASDAQ:SWBI,"Smith & Wesson Brands, Inc.",NASDAQ,0.42,34.8935,-38.0956,pe15,-0.915947,false
SWIM,NASDAQ:SWIM,"Latham Group, Inc.",NASDAQ,0.0956,159.335,-5.9621,pe15,-26.7246,false
SWK,NYSE:SWK,"Stanley Black & Decker, Inc.",NYSE,2.65,24.9191,-24.1425,pe15,-1.03217,false
SWKS,NASDAQ:SWKS,"Skyworks Solutions, Inc.",NASDAQ,3.09,35.5335,-8.58391,pe15,-4.13955,false
SWX,NYSE:SWX,"Southwest Gas Holdings, Inc.",NYSE,6.09,12.8203,7.97267,pe15,1.60804,true
SXT,NYSE:SXT,Sensient Technologies Corporation,NYSE,3.18,34.9866,4.18986,pe15,8.35029,false
SYF,NYSE:SYF,Synchrony Financial,NYSE,9.35,8.18661,32.6097,lynch_peg,0.251048,true
SYK,NYSE:SYK,Stryker Corporation,NYSE,8.49,35.0092,14.7888,pe15,2.36728,false
SYY,NYSE:SYY,Sysco Corporation,NYSE,3.67,22.7548,28.9335,lynch_peg,0.786451,true
T,NYSE:T,AT&T Inc.,NYSE,3.04,8.22442,8.14837,pe15,1.00933,true
TAK,NYSE:TAK,Takeda Pharmaceutical Company Limited,NYSE,63.91,49.1245,-11.8916,pe15,-4.13103,false
TAL,NYSE:TAL,TAL Education Group,NYSE,2.79,2.33838,-9.63442,pe15,-0.242711,true
TASK,NASDAQ:TASK,"TaskUs, Inc.",NASDAQ,1.14,6.2521,25.9275,lynch_peg,0.241138,true
TATT,NASDAQ:TATT,TAT Technologies Ltd.,NASDAQ,1.39,25.7809,57.5753,lynch_peg,0.447776,true
TBBK,NASDAQ:TBBK,"The Bancorp, Inc.",NASDAQ,4.99,12.9314,29.127,lynch_peg,0.443964,true
TCBI,NASDAQ:TCBI,"Texas Capital Bancshares, Inc.",NASDAQ,6.87,13.0982,43.7301,lynch_peg,0.299523,true
TCBK,NASDAQ:TCBK,TriCo Bancshares,NASDAQ,3.73,13.7542,11.4422,pe15,1.20205,true
TCMD,NASDAQ:TCMD,"Tactile Systems Technology, Inc.",NASDAQ,0.83,21.8485,6.1553,pe15,3.54954,false
TCOM,NASDAQ:TCOM,Trip.com Group Limited,NASDAQ,49.23,6.2489,25.9197,lynch_peg,0.241087,true
TD,NYSE:TD,The Toronto-Dominion Bank,NYSE,11.57,20.1765,12.4668,pe15,1.61841,false
TDAY,NYSE:TDAY,USA TODAY Co. Inc.,NYSE,0.012,-26.5801,-37.1566,pe15,0.715355,false
TDC,NYSE:TDC,Teradata Corporation,NYSE,1.38,5.66802,3.18092,pe15,1.78188,true
TDG,NYSE:TDG,TransDigm Group Incorporated,NYSE,32.08,37.8598,31.1362,lynch_peg,1.21594,false
TDW,NYSE:TDW,Tidewater Inc.,NYSE,6.69,18.9357,88.6402,lynch_peg,0.213625,true
TDY,NYSE:TDY,Teledyne Technologies Incorporated,NYSE,18.88,32.5556,11.511,pe15,2.82823,false
TECK,NYSE:TECK,Teck Resources Limited,NYSE,2.84,17.3483,-8.77117,pe15,-1.97788,false
TEL,NYSE:TEL,TE Connectivity plc,NYSE,6.2,20.9611,1.38163,pe15,15.1713,false
TEN,NYSE:TEN,Tsakos Energy Navigation Limited,NYSE,4.45,6.69431,-9.58208,pe15,-0.698628,true
TER,NASDAQ:TER,"Teradyne, Inc.",NASDAQ,3.49,54.9359,-5.85946,pe15,-9.37559,false
TEVA,NYSE:TEVA,Teva Pharmaceutical Industries Limited,NYSE,1.23,56.5813,34.1314,lynch_peg,1.65775,false
TEX,NYSE:TEX,Terex Corporation,NYSE,3.36,34.0704,91.6369,lynch_peg,0.371797,true
TFC,NYSE:TFC,Truist Financial Corporation,NYSE,3.86,12.0499,4.4156,pe15,2.72894,true
TFII,NYSE:TFII,TFI International Inc.,NYSE,5.21,33.4286,11.0135,pe15,3.03524,false
TFIN,NYSE:TFIN,"Triumph Financial, Inc.",NYSE,0.94,53.1554,-18.1577,pe15,-2.92742,false
TFPM,NYSE:TFPM,Triple Flag Precious Metals Corp.,NYSE,1.2,15.7803,27.226,lynch_peg,0.579603,true
TFSL,NASDAQ:TFSL,TFS Financial Corporation,NASDAQ,0.32,48.5081,1.29914,pe15,37.3387,false
TGLS,NYSE:TGLS,Tecnoglass Inc.,NYSE,3.42,14.7254,46.3158,lynch_peg,0.317934,true
TGS,NYSE:TGS,Transportadora de Gas del Sur S.A.,NYSE,3250.25,12.1491,172.706,lynch_peg,0.0703459,true
TGT,NYSE:TGT,Target Corporation,NYSE,8.16,20.362,-1.34135,pe15,-15.1803,false
TGTX,NASDAQ:TGTX,"TG Therapeutics, Inc.",NASDAQ,3.1,15.9677,489.19,lynch_peg,0.0326411,true
THC,NYSE:THC,Tenet Healthcare Corporation,NYSE,15.61,10.2106,32.6551,lynch_peg,0.312679,true
THRM,NASDAQ:THRM,Gentherm Incorporated,NASDAQ,0.6,50.4263,-19.9908,pe15,-2.52248,false
TK,NYSE:TK,Teekay Corporation,NYSE,1.14,4.66288,94.2915,lynch_peg,0.0494518,true
TKC,NYSE:TKC,Turkcell Iletisim Hizmetleri A.S.,NYSE,22.33,12.1897,34.2529,lynch_peg,0.355873,true
TKO,NYSE:TKO,"TKO Group Holdings, Inc.",NYSE,2.42,66.6854,2.58578,pe15,25.7893,false
TKR,NYSE:TKR,The Timken Company,NYSE,4.13,35.9555,1.78684,pe15,20.1224,false
TLK,NYSE:TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,NYSE,18219,15.1235,-9.59734,pe15,-1.5758,false
TM,NYSE:TM,Toyota Motor Corporation,NYSE,3130.1,8.59468,14.2709,pe15,0.602254,true
TMDX,NASDAQ:TMDX,"TransMedics Group, Inc.",NASDAQ,5.6,19.9579,,,,false
TME,NYSE:TME,Tencent Music Entertainment Group,NYSE,7,10.0665,22.866,lynch_peg,0.440241,true
TMO,NYSE:TMO,Thermo Fisher Scientific Inc.,NYSE,17.77,31.855,1.99346,pe15,15.9798,false
TMUS,NASDAQ:TMUS,"T-Mobile US, Inc.",NASDAQ,9.75,19.048,29.4714,lynch_peg,0.646321,true
TNC,NYSE:TNC,Tennant Company,NYSE,2.38,68.7166,5.28144,pe15,13.011,false
TNET,NYSE:TNET,"TriNet Group, Inc.",NYSE,3.19,18.3034,-4.70877,pe15,-3.88708,false
TNK,NYSE:TNK,Teekay Tankers Ltd.,NYSE,10.15,4.97418,31.4115,lynch_peg,0.158356,true
TNL,NYSE:TNL,Travel + Leisure Co.,NYSE,3.51,20.1046,-6.66696,pe15,-3.01555,false
TOL,NYSE:TOL,"Toll Brothers, Inc.",NYSE,13.6,11.1152,31.7192,lynch_peg,0.350427,true
TOST,NYSE:TOST,"Toast, Inc.",NYSE,0.59,42.1084,,,,false
TOWN,NASDAQ:TOWN,TowneBank,NASDAQ,2.22,10.5873,2.00733,pe15,5.27431,true
TPB,NYSE:TPB,"Turning Point Brands, Inc.",NYSE,3.18,36.6765,13.3432,pe15,2.74869,false
TPC,NYSE:TPC,Tutor Perini Corporation,NYSE,1.53,41.3219,-12.6576,pe15,-3.26458,false
TPG,NASDAQ:TPG,TPG Inc.,NASDAQ,1.33,43.6957,-42.3246,pe15,-1.03239,false
TPL,NYSE:TPL,Texas Pacific Land Corporation,NYSE,6.98,45.6025,22.568,lynch_peg,2.02067,false
TPR,NYSE:TPR,"Tapestry, Inc.",NYSE,7.49,17.1101,20.0804,lynch_peg,0.852082,true
TREE,NASDAQ:TREE,"LendingTree, Inc.",NASDAQ,11.14,2.47272,41.4637,lynch_peg,0.0596358,true
TREX,NYSE:TREX,"Trex Company, Inc.",NYSE,1.78,29.5476,3.20846,pe15,9.20929,false
TRGP,NYSE:TRGP,Targa Resources Corp.,NYSE,8.54,26.0836,29.3065,lynch_peg,0.890028,true
TRI,NASDAQ:TRI,Thomson Reuters Corporation,NASDAQ,3.4,27.5747,7.2145,pe15,3.82212,false
TRIN,NYSE:TRIN,Trinity Capital Inc.,NYSE,1.96,9.47917,-20.3098,pe15,-0.466729,true
TRIP,NASDAQ:TRIP,"Tripadvisor, Inc.",NASDAQ,0.32,272.125,-15.986,pe15,-17.0227,false
TRMB,NASDAQ:TRMB,Trimble Inc.,NASDAQ,1.77,-120.516,-2.01865,pe15,59.7014,false
TRMD,NASDAQ:TRMD,TORM plc,NASDAQ,3.01,8.6622,18.8372,lynch_peg,0.459844,true
TRMK,NASDAQ:TRMK,Trustmark Corporation,NASDAQ,3.72,12.2329,8.10069,pe15,1.51011,true
TRN,NYSE:TRN,"Trinity Industries, Inc.",NYSE,3.13,6.9,19.4043,lynch_peg,0.355591,true
TRNO,NYSE:TRNO,Terreno Realty Corporation,NYSE,3.93,18.4664,35.5123,lynch_peg,0.52,true
TROW,NASDAQ:TROW,"T. Rowe Price Group, Inc.",NASDAQ,9.26,11.0621,-1.68267,pe15,-6.57416,true
TRP,NYSE:TRP,TC Energy Corporation,NYSE,3.27,26.5015,-7.15599,pe15,-3.7034,false
TRS,NASDAQ:TRS,TriMas Corporation,NASDAQ,2.97,1.61471,13.7643,pe15,0.117312,true
TRTX,NYSE:TRTX,"TPG RE Finance Trust, Inc.",NYSE,0.57,14.5818,-16.8929,pe15,-0.863192,true
TRU,NYSE:TRU,TransUnion,NYSE,2.34,20.9008,5.27069,pe15,3.96548,false
TRUP,NASDAQ:TRUP,"Trupanion, Inc.",NASDAQ,0.45,57.9094,,,,false
TRV,NYSE:TRV,"The Travelers Companies, Inc.",NYSE,27.84,9.77921,21.3951,lynch_peg,0.457078,true
TS,NYSE:TS,Tenaris S.A.,NYSE,3.72,14.3748,19.7739,lynch_peg,0.726959,true
TSCO,NASDAQ:TSCO,Tractor Supply Company,NASDAQ,2.07,,9.95397,pe15,,false
TSEM,NASDAQ:TSEM,Tower Semiconductor Ltd.,NASDAQ,1.97,99.6179,20.6688,lynch_peg,4.81972,false
TSLA,NASDAQ:TSLA,"Tesla, Inc.",NASDAQ,1.18,288.419,36.3918,lynch_peg,7.92539,false
TSLX,NYSE:TSLX,"Sixth Street Specialty Lending, Inc.",NYSE,1.81,19.7895,-7.34123,pe15,-2.69566,false
TSM,NYSE:TSM,Taiwan Semiconductor Manufacturing Company Limited,NYSE,333.05,27.7617,28.4485,lynch_peg,0.975859,true
TSN,NYSE:TSN,"Tyson Foods, Inc.",NYSE,1.36,34.8713,-24.8657,pe15,-1.40238,false
TT,NYSE:TT,Trane Technologies plc,NYSE,13.09,36.1844,29.7472,lynch_peg,1.2164,false
TTAM,NYSE:TTAM,Titan America S.A.,NYSE,1.01,16.5104,33.2886,lynch_peg,0.495979,true
TTC,NYSE:TTC,The Toro Company,NYSE,3.18,28.0833,0.772293,pe15,36.3636,false
TTD,NASDAQ:TTD,"The Trade Desk, Inc.",NASDAQ,0.92,16.6529,12.0874,pe15,1.37771,false
TTE,NYSE:TTE,TotalEnergies SE,NYSE,5.84,10.889,5.11245,pe15,2.12989,true
TTEK,NASDAQ:TTEK,"Tetra Tech, Inc.",NASDAQ,0.94,21.8114,7.9915,pe15,2.72932,false
TTI,NYSE:TTI,"TETRA Technologies, Inc.",NYSE,0.0226,160.472,-28.256,pe15,-5.67921,false
TTMI,NASDAQ:TTMI,"TTM Technologies, Inc.",NASDAQ,1.73,60.8246,0.708453,pe15,85.8554,false
TU,NYSE:TU,Telus Corp,NYSE,0.73,-23.5294,-5.13198,pe15,4.58486,false
TW,NASDAQ:TW,Tradeweb Markets Inc.,NASDAQ,3.81,25.3595,32.8702,lynch_peg,0.771506,true
TWFG,NASDAQ:TWFG,"TWFG, Inc. Common Stock",NASDAQ,0.53,44.8258,153.33,lynch_peg,0.292349,true
TWLO,NYSE:TWLO,Twilio Inc.,NYSE,0.22,31.7912,,,,false
TX,NYSE:TX,Ternium S.A.,NYSE,2.2,14.8757,-11.091,pe15,-1.34123,true
TXN,NASDAQ:TXN,Texas Instruments Incorporated,NASDAQ,5.45,41.8767,-2.06719,pe15,-20.2578,false
TXRH,NASDAQ:TXRH,"Texas Roadhouse, Inc.",NASDAQ,6.11,33.0367,68.4867,lynch_peg,0.482382,true
TXT,NYSE:TXT,Textron Inc.,NYSE,5.11,16.7962,30.5021,lynch_peg,0.550658,true
TYL,NYSE:TYL,"Tyler Technologies, Inc.",NYSE,7.32,42.8322,8.49168,pe15,5.04403,false
UAL,NASDAQ:UAL,"United Airlines Holdings, Inc.",NASDAQ,10.21,11.6399,-2.14696,pe15,-5.42159,true
UBER,NYSE:UBER,"Uber Technologies, Inc.",NYSE,4.82,16.3585,34.9937,lynch_peg,0.46747,true
UBS,NYSE:UBS,UBS Group AG,NYSE,2.46,17.9745,6.09546,pe15,2.94883,false
UBSI,NASDAQ:UBSI,"United Bankshares, Inc.",NASDAQ,3.28,13.4058,6.44678,pe15,2.07946,true
UCB,NYSE:UCB,"United Community Banks, Inc.",NYSE,2.63,12.0229,6.60669,pe15,1.8198,true
UDR,NYSE:UDR,"UDR, Inc.",NYSE,1.13,24.0728,41.3871,lynch_peg,0.58165,true
UE,NYSE:UE,Urban Edge Properties,NYSE,0.74,40.6906,-1.29914,pe15,-31.3211,false
UFPI,NASDAQ:UFPI,"UFP Industries, Inc.",NASDAQ,5,20.7206,4.56396,pe15,4.54005,false
UFPT,NASDAQ:UFPT,"UFP Technologies, Inc.",NASDAQ,8.87,34.6271,37.7254,lynch_peg,0.917873,true
UGI,NYSE:UGI,UGI Corporation,NYSE,3.15,11.338,4.31676,pe15,2.62651,true
UGP,NYSE:UGP,Ultrapar Participações S.A.,NYSE,2.25,9.99068,22.3697,lynch_peg,0.446618,true
UHAL,NYSE:UHAL,U-Haul Holding Company,NYSE,0.24,390.868,-62.2132,pe15,-6.28273,false
UHS,NYSE:UHS,"Universal Health Services, Inc.",NYSE,23.42,6.92234,16.1894,lynch_peg,0.427586,true
UL,NYSE:UL,Unilever PLC,NYSE,2.68,20.8114,4.70105,pe15,4.42697,false
ULS,NYSE:ULS,UL Solutions Inc.,NYSE,1.62,30.6215,6.9083,pe15,4.43257,false
ULTA,NASDAQ:ULTA,"Ulta Beauty, Inc.",NASDAQ,25.72,19.0414,52.4836,lynch_peg,0.362807,true
UMBF,NASDAQ:UMBF,UMB Financial Corporation,NASDAQ,9.2,12.5629,9.10739,pe15,1.37942,true
UMC,NYSE:UMC,United Microelectronics Corporation,NYSE,16.7,18.0867,6.65623,pe15,2.71726,false
UMH,NYSE:UMH,"UMH Properties, Inc.",NYSE,0.07,91.4167,-17.9847,pe15,-5.08303,false
UNH,NYSE:UNH,UnitedHealth Group Incorporated,NYSE,13.23,25.8049,-4.06411,pe15,-6.34944,false
UNIT,NASDAQ:UNIT,Uniti Group Inc.,NASDAQ,6.61,1.97614,111.332,lynch_peg,0.0177499,true
UNM,NYSE:UNM,Unum Group,NYSE,4.28,21.7727,1.92925,pe15,11.2856,false
UNP,NYSE:UNP,Union Pacific Corporation,NYSE,12.01,23.9188,8.73846,pe15,2.73718,false
UPBD,NASDAQ:UPBD,"Upbound Group, Inc.",NASDAQ,1.3,12.324,-19.4765,pe15,-0.632763,true
UPS,NYSE:UPS,"United Parcel Service, Inc.",NYSE,6.56,19.449,33.4487,lynch_peg,0.581457,true
UPST,NASDAQ:UPST,"Upstart Holdings, Inc.",NASDAQ,0.56,49.5172,15.7084,lynch_peg,3.15228,false
UPWK,NASDAQ:UPWK,Upwork Inc.,NASDAQ,0.87,10.6685,57.6615,lynch_peg,0.18502,true
URBN,NASDAQ:URBN,"Urban Outfitters, Inc.",NASDAQ,5.15,14.6701,232.88,lynch_peg,0.0629945,true
URI,NYSE:URI,"United Rentals, Inc.",NYSE,38.71,27.7928,25.8744,lynch_peg,1.07414,false
USAC,NYSE:USAC,"USA Compression Partners, LP",NYSE,0.85,24.8692,101.187,lynch_peg,0.245774,true
USB,NYSE:USB,U.S. Bancorp,NYSE,4.62,13.005,8.58857,pe15,1.51422,true
USFD,NYSE:USFD,US Foods Holding Corp.,NYSE,2.98,33.1727,9.07047,pe15,3.65722,false
USPH,NYSE:USPH,"U.S. Physical Therapy, Inc.",NYSE,1.42,473.882,-19.0694,pe15,-24.8505,false
UTHR,NASDAQ:UTHR,United Therapeutics Corporation,NASDAQ,30.13,16.5373,20.9302,lynch_peg,0.790119,true
UTI,NYSE:UTI,"Universal Technical Institute, Inc.",NYSE,1.16,39.9188,84.677,lynch_peg,0.471424,true
UTZ,NYSE:UTZ,"Utz Brands, Inc.",NYSE,0.0092,-43.2276,-67.5804,pe15,0.639647,false
UVE,NYSE:UVE,"Universal Insurance Holdings, Inc.",NYSE,6.56,5.41846,61.3431,lynch_peg,0.0883303,true
UVSP,NASDAQ:UVSP,Univest Financial Corporation,NASDAQ,3.16,12.3689,14.5812,pe15,0.848275,true
